,code_type_0,itemId_0,condition_0,currencyID_0,sellPrice0,shippingType_0,shippingCost_0,viewItemUrl_0,code_type_1,itemId_1,condition_1,currencyID_1,sellPrice1,shippingType_1,shippingCost_1,viewItemUrl_1,code_type_2,itemId_2,condition_2,currencyID_2,sellPrice2,shippingType_2,shippingCost_2,viewItemUrl_2
0,ReferenceID,153299370,Used,USD,6.99,Flat,3.65,https://www.ebay.com/itm/Blu-Ray-Little-Mermaid-Blu-ray-DVD-Combo-2-Disc-Set-Diamond-Edition-Bluray-/123989035155,ReferenceID,153299370,Used,USD,13.99,Free,0.0,https://www.ebay.com/itm/Disney-Little-Mermaid-Blu-ray-DVD-2013-2-Disc-Set-Diamond-Edition-/333419094918,ReferenceID,153299370,Used,USD,9.99,Calculated,,https://www.ebay.com/itm/New-The-Little-Mermaid-Blu-ray-DVD-2-Disc-Set-Diamond-Edition-/123991446904
