code_type_0,itemId_0,condition_0,currencyID_0,sellPrice0,shippingType_0,shippingCost_0,viewItemUrl_0,code_type_1,itemId_1,condition_1,currencyID_1,sellPrice1,shippingType_1,shippingCost_1,viewItemUrl_1,code_type_2,itemId_2,condition_2,currencyID_2,sellPrice2,shippingType_2,shippingCost_2,viewItemUrl_2
ReferenceID,153299370,New,USD,74.88,Free,0.0,https://www.ebay.com/itm/Disneys-LITTLE-MERMAID-TARGET-Blu-ray-DVD-Diamond-Ed-Digibook-2013-NEW-/223771907167,ReferenceID,153299370,New,USD,5.0,Calculated,,https://www.ebay.com/itm/Little-Mermaid-Blu-ray-DVD-2013-2-Disc-Set-Diamond-Edition-NEW-UNOPENED-/333419139397,ReferenceID,,New,USD,,,,
